,architecture,area and gender studies,business,communication and information sciences,education,fine and performing arts,history,interdisciplinary,language and literature,law and legal studies,philosophy and religious studies,social sciences,agriculture,behavioural sciences,biological sciences,ecosystem sciences,engineering,environmental sciences,geosciences,health and medical sciences,mathematical and physical sciences
fashion and printed textiles,10.81051930597546,9.24597836175178,9.515238744987979,9.646364415567675,11.003924764636636,8.721831174143055,10.461954293745936,10.346944198829947,8.611580045028994,10.482412224144998,10.561793214126245,10.463163905636984,11.45448943115455,10.064504035070954,10.644224787577345,11.498029364650037,9.665094689435007,10.181660688327034,10.731354957776974,10.107965130775057,9.918396494540449
forensic psychology and criminal justice,11.196713528136982,9.244859807406712,10.233342779396505,9.830422596583391,9.844478880931723,9.08915552381676,9.707454384522828,9.792885912063143,9.254184402942316,8.192682034151309,9.434509200409021,9.454513231943823,11.598844384624933,9.627379241118307,10.607930416946862,11.278669558136787,10.109516742203864,10.610146206225776,10.11569792668991,9.519163156522957,9.83311451731635
electronic and digital systems,9.37827482159868,9.346592485993632,9.031450738954248,6.944968457493118,9.675037462374753,9.768232285960755,10.318470908841874,9.047768613818866,9.455326701677617,10.043179019191989,10.407298735250786,8.366286336744816,10.50321362598473,9.031502489402616,9.220690624117807,10.297161701610673,8.492151858376406,9.281204840089973,9.481749397772623,8.712584483897661,8.157908787619014
european law,10.953686991156125,10.02634785455103,10.203138326765377,10.088198424342186,10.59686760142215,10.96176117207064,9.467260213548515,10.221398076936604,9.101457871953754,7.059111842167377,10.005830105810013,10.122186949974878,11.650883071458635,10.68266107498507,11.131830470625356,11.48520128072528,10.587569830326121,10.549414356868587,10.447706167921577,10.105203884221226,9.952701167231611
marine ecology and conservation,10.865797654694129,9.697664948909246,10.835892905683878,10.204277377078798,11.037500225535142,10.698087286121885,9.631896059598807,10.484790070015434,9.392665451633487,10.978019459845777,10.139095755959985,10.087324198124692,10.090284658381622,10.530817214416782,9.24431372412267,7.666099918835539,10.22196703629767,8.244465170198545,8.986370353503874,9.98380870037214,10.047090475156056
initial year for extended degree science - optometry,9.705927492468906,8.307827649171097,9.957852772031375,8.954721771234547,8.955158941415833,9.969457221574205,9.808258410362578,8.902327442970225,9.446074421872606,10.000500506988287,9.270374123518188,9.15480968654969,10.080826674867373,9.675332835734485,8.839538971930406,9.514738111463283,9.15076755533791,8.797422543995848,8.352472210747683,8.195801509771107,8.056204502332672
farm business management,10.632874297589344,9.990188920333456,7.942015884575746,10.135823753289491,11.190410433005654,11.024299381780237,10.43740178351305,10.887515650448181,10.527623969130893,11.443379976201182,10.51748278757003,10.582863756610378,7.1794543175874965,10.768796552015285,10.5716431350091,9.797619391302533,10.206783123476988,10.187905984331964,10.610836086330155,10.205989346811494,10.78499111768187
aviation engineering,8.908470656094483,10.538900386374216,9.39115220333519,9.187061101155635,10.172253568412865,9.904074307746901,10.442048350820166,9.480391069206195,10.027095477185627,10.804672984066217,10.720115003525487,10.090300354075833,10.530247037975142,10.062321748841514,9.716937985855198,10.135747614171843,6.572482724266722,8.799768270458747,9.980140273609319,9.531565221766941,9.25757268446506
tourism and hospitality management,10.083641902366798,9.891701204730362,8.531279987217513,9.42850228464663,10.688028800055658,10.175489785539563,10.096498231199634,10.478256170711184,9.79933533549697,11.008846802278596,9.954108542822812,9.890565704593666,10.759028881670927,10.452190319704709,11.14348333161072,10.21350288514894,10.441790273279189,10.250722768302015,9.74303277399626,10.344478777434892,10.757441534348782
spanish and beginners german,10.653174509826512,9.38695169081203,10.440209574916228,9.979042464250151,10.037676765083408,9.04533564145155,9.563799872036594,9.022704822427892,7.22435969053221,9.933611171616228,9.512902349877168,9.85885510176064,10.619005536148816,9.972198358442986,10.150522147093021,10.6972132621699,10.097868526583165,10.331376125795321,10.202532740831339,9.506674281489639,9.667473043731622
property management and real estate,8.909083379087416,8.709015585901513,8.703089521585046,9.309354988382635,10.264064699101226,9.842331468612986,9.837416440844793,9.96193079095257,9.421376836491934,9.592840646134215,9.521919015283602,9.889597897691251,9.846284920816869,10.19540226613012,10.343115999011557,10.115608005045834,9.324427518490774,9.299111777315021,8.990634594549945,9.744775668530584,9.508965932658123
french/politics,10.760163403412575,9.733733402675819,10.293838096360828,9.787500241553133,10.430241506820682,10.01581884446335,9.163092038648019,9.742384716248738,7.94843216975775,9.983869344322013,9.146507443398711,9.581804833619941,11.364859038181562,10.129435844778182,10.47717973974456,11.038814060484937,10.461352600784661,10.570797376183906,10.225397714990432,9.775285181415265,9.803653312886091
music/theatre studies,10.354877824182433,8.120775758922909,9.671677989670803,8.911477161512547,9.555919088666357,6.677334462377597,9.595603788002695,9.02709522574927,7.628456635362942,8.81661193243192,8.644205302560044,9.1148641235571,11.556284000312985,9.076243102174383,10.187382049179957,10.580619516777082,9.947243292912443,9.945426555222173,9.538189295248824,9.109910680120567,9.289403723701048
spanish and international media communications studies,10.437805645518049,9.063627022907498,9.440402310062844,7.7577431068110965,10.255772710577073,9.27217149330248,9.533357449692122,9.18086767649803,7.663528899392498,9.568546180250076,9.382902453393191,9.026319094762481,11.391214084140344,9.791597301609546,10.033024000978314,10.36255812386646,10.096233452646139,9.968508831871375,9.290508807853323,9.204396086550153,9.971437455580638
business data analytics,10.521955887622973,9.46074017816043,7.560253295206275,8.082188281190403,10.403444551879304,10.699389027417679,10.730132819662295,9.964336008144917,10.262016743988653,11.050643449234432,10.731028597972344,9.854805278727213,10.083993095824162,9.398391584999738,9.780492974004266,10.134986297132476,9.695720788403168,9.621515902556693,9.65708587072417,9.064599477539321,9.857817219294954
film and screenwriting,9.90400613360084,9.242714275270956,9.510955615362755,9.302163007385188,9.900312912922823,8.400459352429868,9.979741009398833,9.277519169348242,8.148414431783502,9.717803289735071,10.035190345502729,9.648526656479751,10.934505928917853,9.637925528924956,9.938364957571988,10.981303981119874,9.557989221204592,10.18391110512643,10.12360542031963,9.50642074380654,9.738250299246593
advertising/international relations,10.387112789746991,9.009327198752814,8.377133773466598,8.002077568922024,9.997921010521216,9.30489370916583,9.21387032347904,9.301537544036309,8.32910824385551,9.539474047962598,9.4788330208295,9.108303702294757,10.827358500832927,9.608870661243081,10.371338741528914,10.52644454290367,9.7289507045282,9.660911454945,8.852160862462684,9.910503250990082,9.878577733666301
"sound, light and live event technology",10.349735789421038,9.205354134894481,9.622685727095973,7.872406875882942,10.085317192625972,8.884948182125344,10.080223967309465,9.417530927781918,9.165828768018683,10.002678501326402,10.059598877070012,9.68242893105315,11.408876319842086,9.33656577404669,10.2846717728326,10.299670653889075,9.688971746026,9.683514845589455,9.705286265855632,9.245748816599914,9.457733036784568
business management and psychology,10.105761453120428,8.767603528485632,5.970485285738772,8.135365492422885,9.64759642425651,8.968355134418912,9.599377905586667,9.160791973565223,9.207139759686655,9.479752769072663,8.628306836919148,8.608316216775133,10.178162935785501,7.746953950202763,9.704301511953382,10.112749683991401,9.015317684957042,9.337184883494654,9.656621535039664,8.62059316681265,9.02756037420858
orthoptics,9.998780351500097,8.880919609925261,9.968479905896544,8.756316025296845,9.765047525192431,9.478846053256706,9.85943516454112,8.911309397870957,8.573616237358282,10.094374211789496,9.033447903345127,9.063199264225823,10.353394797742483,9.013636461978804,8.87264395662343,9.974825213369357,9.087487786175295,9.358247313523915,9.478185535657227,8.203411770740768,8.75173847616512
theology and sociology,9.796443843462928,9.043053903365411,9.857135009081286,9.61587963175688,9.783008164335941,9.671712497745377,8.687050806639943,9.35337567517982,8.144728811425892,9.357851189663968,5.809178420518946,8.19605030475103,10.163087973920987,9.627557568156528,9.791079544439922,10.372558671643679,10.205062319675784,10.197868321684354,9.787361968627712,8.822768500506696,9.227843025390127
economics and social anthropology,10.436795838163016,8.949297452982973,8.793651307369089,9.513968522372167,9.600187799822569,10.034643276158763,9.033210173680567,9.54369128346768,8.78248203488773,9.850362594848454,8.924488999446194,7.727908973606938,9.269300855206286,9.490337951080035,9.964602130518161,9.439658470414086,9.796709600260954,9.230730518045126,9.348864029251569,9.43390150664696,9.11576406665168
master of chiropractic,11.505361903569135,10.03892521979579,10.475711178442989,10.346846307316238,10.100269286611741,9.32054850795679,10.194709550381777,10.214462999155572,10.042672227376032,10.714081571595944,9.715964924170072,9.913646157065514,11.400300500391392,10.592170797857225,9.947184686778595,11.150301662110898,10.215950325219122,10.151237984115511,10.750655069459054,8.567742283548089,9.853056512594453
music and sound - amsonline,10.477690536597079,9.003991807629392,9.748864486680077,8.492939498487821,9.983420209769733,8.46746541431332,9.785306161841861,9.478535464380274,7.930869452080376,9.8196657760437,9.365470732477222,9.577637897753252,10.87139147615133,9.102988758475947,9.760284225947652,9.86525876252242,9.725550860939839,9.714877193429649,9.609766080383285,8.97234868717279,8.938199758362325
criminology and criminal justice and youth justice,10.713183766497849,8.254167481305846,9.67155056883516,9.61584317245459,8.70498867885128,8.94227325492696,9.375096665188918,9.34923832378657,8.934997533507723,7.636994828806139,9.21239359872598,9.079655993551162,10.856796972794157,9.787395713615913,10.631387738580775,10.961651510296058,10.025056196500785,10.339733811101393,9.76242003819158,9.149369153084805,9.567980848754816
aviation management and operations,9.59610229970536,9.73782639032627,8.172429062626605,8.427209307839416,10.451030047691043,9.859874392293715,9.392552469542206,9.918574927637769,9.528808803783594,10.165309320146413,10.25934124553661,10.01883235293478,9.71536152661604,9.973899720894025,10.006455311668482,9.92495480497285,8.631380230966498,9.17183423210877,9.54318186007587,9.038417093993864,9.526604655140613
press & editorial photography,9.930540428883974,8.897368092807469,9.330093002388645,8.832408979735165,10.205455644358935,8.387913305235687,9.156824362688432,8.736873650041618,8.243566788013535,10.047944022480676,9.45487007913214,9.025669947610508,10.57124909163862,9.636168416198425,9.509974803429872,9.817761053143487,9.613201928542107,9.30410895709004,9.525562760463318,8.363306344704736,9.286973664507594
building services engineering,7.354287799644692,9.528579023242989,8.70456815580502,8.804521413554436,9.60742429799544,10.143312046942748,10.619707623465837,9.28582238945428,9.803540228154194,10.609574362949978,10.10041416719397,9.21084974338356,10.948448047706696,9.429614508337359,10.467752583194095,10.252813155631497,6.700050630840175,9.51400594443079,9.133106796594385,9.59191954748613,9.397904650632306
computer forensics and security,9.990393495640363,10.055728420958065,10.219892565375376,9.007191103980265,10.417548172999027,10.749810170475827,9.885526400779533,9.981086013920532,9.77990290289297,9.651347342620262,10.502764329348244,9.736321472039144,11.434675866267506,10.330936608229203,10.059716536574292,10.799596144055782,9.508141627814366,10.21992214431223,9.780158467892909,9.222574542679451,10.029604290778869
food and consumer science,10.53820807335928,9.040253602655655,9.060610207881718,8.65281631971968,9.904138482209888,9.78601706896602,10.315423409649302,9.661871436838421,8.910552690612423,10.63337376088749,9.53115119592025,8.711937936433602,8.295651348070635,8.659411170962757,7.739322128220776,7.821973125841847,9.654776455514828,7.214201567826542,9.342872865250746,8.491776375874158,8.313771610617763
community and youth work studies,9.911795653703477,7.125392282846429,8.98714020808581,8.823777072238478,7.9644859268836194,8.919321221775657,9.404068224605686,7.832506332635036,8.365244856469927,9.346396621583528,8.525434811028463,7.971519631215131,10.366420820447871,9.109306484734299,9.98436484946294,10.013485400684628,9.501639839409814,9.159317780404681,9.056370979868426,8.696410308393933,9.184284850279186
english language/politics,9.750012962188373,8.750300979410568,9.420310603478663,8.438621375855279,9.257188267094977,9.098826947045175,8.64020350291182,8.945300288326198,6.582345960376911,9.547808172584185,8.259161023642525,8.901062195876072,10.163375457110138,9.46807908523374,9.752577982769926,10.282482073383697,9.139872613224572,9.792784422774606,9.345339862493132,8.991644622374325,9.242785640725483
